prod;precio
Salchichón de cebo ibérico cortado a máquina;1.98
Salchichón de pavo Hacendado lonchas;1.89
Salchichón extra Hacendado lonchas;1.50
Salchichón extra pimienta Hacendado finas lonchas;1.38
Salchichón ibérico La Hacienda del ibérico lonchas;1.95
Salfumant Bosque Verde;0.75
Salmón a rodajas;25.33
Salmón abierto en libro sin cabeza y sin espina;25.33
Salmón ahumado Ubago;2.70
Salmón al curry con arroz;3.50
Salmón al curry Hacendado;5.50
Salmón al natural Hacendado;2.65
Salmón marinado Ubago;2.35
Salmón media pieza a rodajas;13.43
Salmón media pieza abierto en libro sin cabeza y sin espina;13.43
Salmón media pieza sin aletas y sin escamas;13.43
Salmón sin aletas y sin escamas;25.33
Salmorejo al estilo cordobés Hacendado;1.85
Salmorejo fresco Hacendado;2.55
Salpicón de marisco;4.95
Salsa agridulce Hacendado;1.00
Salsa barbacoa dulce y picante Hacendado;1.25
Salsa barbacoa Hacendado;1.00
Salsa boloñesa Hacendado;1.15
Salsa brava picante Hacendado;0.85
Salsa burger Hacendado;1.25
Salsa césar Hacendado;1.20
Salsa champiñones Hacendado;0.80
Salsa chimichurri Hacendado;1.25
Salsa cocktail Hacendado;0.95
Salsa curry Hacendado;1.45
Salsa de ostras Hacendado;1.80
Salsa de queso Hacendado;1.25
Salsa de soja dulce Hacendado;1.35
Salsa de soja Hacendado;1.35
Salsa de soja sin gluten Hacendado;2.40
Salsa de tomate, albahaca y orégano Hacendado;1.00
Salsa de trufas;2.95
Salsa estilo argentino Hacendado;1.20
Salsa fina Kraft;1.25
Salsa fresca carbonara Hacendado;1.20
Salsa fresca de setas Hacendado;1.45
Salsa fresca pesto Hacendado;1.50
Salsa fresca queso Hacendado;1.29
Salsa fresca trufa Hacendado;1.50
Salsa gajos rústica Hacendado;1.25
Salsa ligera Hacendado;1.20
Salsa ligera Ligeresa;1.99
Salsa mexicana Hacendado;1.20
Salsa miel y mostaza Hacendado;1.20
Salsa napolitana Hacendado;1.00
Salsa pesto alla genovese Hacendado;1.50
Salsa pesto rosso Hacendado;1.25
Salsa picante Mc. Ilhenny Tabasco;2.59
Salsa pimienta verde Hacendado;0.75
Salsa ranchera Hacendado;1.25
Salsa roquefort Hacendado;0.80
Salsa teriyaki Hacendado;1.50
Salsa thai chili dulce J-Lek;1.00
Salsa yogur Hacendado;1.20
Salteado de gambas, ajetes y espárragos verdes Hacendado ultracongelado;2.46
Salteado de patata y salchicha Hacendado ultracongelado;1.47
Salteado de pollo Hacendado ultracongelado;1.80
Salteado de setas Hacendado ultracongeladas;1.59
Salteado de setas laminadas;1.72
Salteado de verduras asadas Hacendado ultracongeladas;1.50
Salteado de verduras Hacendado ultracongelado;1.40
Salvado de avena Hacendado;1.15
Salvado de trigo integral Hacendado;0.89
San Jacobos de cerdo;1.64
San Jacobos empanados de york y queso Tenedor Plata ultracongelados;0.99
Sandía;3.74
Sándwich jamón york y queso Hacendado pan sin corteza;1.50
Sándwich pavo, queso y espinacas Hacendado;1.50
Sándwiches jamón y queso Hacendado;2.00
Sangre hervida de pollo;1.70
Sangría Casón Histórico;1.20
Sangría Don Simón;1.75
Sardina limpia;1.74
Sardina sin limpiar;1.39
Sardinas en aceite de girasol Hacendado;1.10
Sardinas en aceite de oliva Hacendado;1.30
Sardinas en salsa de escabeche Hacendado;1.20
Sardinas en salsa de tomate Hacendado;1.10
Sardinas saladas y prensadas Ubago;1.80
Sardinillas al limón Hacendado en aceite de girasol;1.21
Sardinillas en aceite de girasol Hacendado;1.15
Sardinillas en aceite de oliva Hacendado;1.25
Sardinillas en escabeche Hacendado;1.27
Sardinillas en tomate Hacendado;1.14
Sardinillas picantes Hacendado en aceite de girasol;1.24
Sardinillas picantonas Hacendado;1.00
Sardinillas reducidas en sal Hacendado en aceite de oliva;1.38
Sazonador al horno y microondas pescado a las finas hierbas Hacendado;0.95
Sazonador al horno y microondas pollo al ajo y limón Hacendado;0.95
Sazonador al horno y microondas pollo y costillas a las hierbas provenzales Hacendado;0.95
Sazonador barbacoa Hacendado;1.40
Sazonador ensalada Hacendado;1.55
Sazonador espagueti Hacendado;1.40
Sazonador para burritos Hacendado;0.79
Sazonador para fajitas Hacendado sabor tex-mex;0.79
Sazonador para paella con azafrán Hacendado;1.30
Sazonador pescado Hacendado;1.40
Sazonador pollo asado Hacendado;1.05
Sazonador sabor barbacoa Hacendado;0.95
Secreto de cerdo;2.64
Secreto de cerdo ibérico;4.16
Seitán Hacendado;2.25
Semillas chía Hacendado;1.25
Semillas lino dorado Hacendado;1.00
Semillas sésamo tostado Hacendado;1.15
Sémola de arroz Hacendado;0.85
Sémola de trigo fina Nurture;0.82
Separador dedos Filarmonica;1.10
Sepia descongelada;7.77
Sepia limpia Hacendado congelada;5.95
Sepia limpia pequeña Hacendado congelada;3.95
Sepia limpia troceada Hacendado congelada;3.95
Serrín;0.75
Sérum Anticaída Men Deliplus;6.95
Sérum anti-edad Vído hombre;6.50
Sérum Be Radiant 10 en 1 Deliplus cabello apagado;4.05
Sérum facial luminosidad Deliplus con vitamina C;7.00
Sérum facial reparador anti-age Deliplus;8.50
Sérum facial ultra hidratante Deliplus con ácido hialurónico;7.00
Sérum Natural Deliplus todo tipo de cabello;4.05
Sérum Repair & Nutrition Deliplus cabello seco y dañado;4.05
Sérum Restructuring Deliplus cabello extremadamente dañado;4.05
Sérum Vital Therapy DD Cream Deliplus cabello apagado y sin vida;4.05
Servilleta papel Bosque Verde;0.90
Servilleta papel cocktail Bosque Verde;1.60
Servilleta papel cocktail color Bosque Verde;1.30
Servilleta papel decorada suavidad y absorción Bosque Verde;1.67
Servilleta papel suave Bosque Verde;1.00
Servilleta papel textura tela decorada Bosque Verde;2.80
Sesos de cerdo;1.80
Set antihumedad Bosque Verde con aromas cítricos;3.35
Set papel de regalo dorado, rojo y negro Bosque Verde;4.90
Seta;1.78
Seta laminada;1.23
Seta shiitake;2.45
Setas al plato con perejil;2.88
Sidra asturiana El Mayu;0.99
Sidra El Gaitero;1.90
Sidra extra El Gaitero;2.50
Sidra natural Polían;1.50
Sidra sin alcohol El Lagar;1.20
Sirope de agave;2.50
Sirope de chocolate Hacendado;1.45
Sirope de fresa Hacendado;1.45
Smoothie fresa Hacendado;2.20
Smoothie mango & coco Hacendado;1.60
Snack de alga con arroz Hacendado;1.50
Snack de gamba Hacendado;0.95
Snack de maíz sabor barbacoa Estrella;1.10
Snack de multicereales Sunbites;1.50
Snack gato aperitivo líquido Compy;1.59
Snack gato barritas Compy de pato y pavo;1.29
Snack gato barritas Compy de pollo e hígado;1.29
Snack gato barritas Compy de salmón y trucha;1.29
Snack perro barritas Compy con pollo e hígado;1.29
Snack perro barritas Compy con ternera y cordero;1.29
Snack perro barritas Compy de pollo y ternera;1.19
Snack perro corazones Compy;1.29
Snack perro galletas Compy con aroma de vainilla;2.39
Snack perro huesitos júnior Compy con leche;0.98
Snack perro mix galletas Compy con aroma de vainilla;0.87
Snack perro palitos de carne Compy con pollo y ternera;1.19
Snack perro salchichas Compy;1.50
Snack perro salmones tiernos Compy con salmón fresco;1.45
Snack perro tiras sabor bacon Compy;1.89
Snacks de lenteja sabor queso y especias Snatt’s;1.15
Snacks gato rellenos con pollo y malta Compy;0.99
Snacks gato rellenos con salmón Compy;0.99
Sobaos Hacendado;1.06
Sobrasada con miel L'Illa especialidades;1.95
Sobrasada de Mallorca Can Pere Joan;3.93
Sobrasada ibérica L'Illa especialidades;1.95
Sobrasada picante de Mallorca Can Pere Joan;3.93
Sobrasada selecta L'Illa especialidades;1.50
Soda cero calorías Schweppes;4.50
Soja texturizada grano fino Hacendado;1.50
Solomillo de cerdo;3.25
Solomillo de cerdo ibérico;6.62
Solomillo de cerdo marinado con romero;6.09
Solomillo de cerdo marinado con setas;6.09
Solomillo de cerdo marinado congelado;5.64
Solomillo de pavo;3.00
Solomillo de pavo marinado congelado;1.91
Solomillo de vacuno añojo;8.97
Solomillos de pollo;3.74
Solución fisiológica salina 0,9 % Deliplus;3.23
Solución única Contact Care;3.99
Sombra de ojos larga duración Deliplus 02;4.00
Sombra de ojos larga duración Deliplus 03;4.00
Sombra de ojos larga duración Deliplus 04;4.00
Sombra de ojos larga duración Deliplus 04 verde;3.00
Sombra de ojos larga duración Deliplus 05;4.00
Sombra de ojos larga duración Deliplus 14;4.00
Sombra de ojos mate Deliplus 02;3.00
Sombra de ojos mate Deliplus 07;3.00
Sombra de ojos mate Deliplus 13;3.00
Sombra de ojos metálica Eye Lovers Deliplus 03 marrón;4.50
Sombra de ojos perlada Deliplus 01;3.00
Sombra de ojos perlada Deliplus 03;3.00
Sombra de ojos perlada Deliplus 08;3.00
Sombra de ojos perlada Deliplus 09;3.00
Sombra de ojos perlada Deliplus 16;3.00
Sombra de ojos perlada Deliplus 17;3.00
Sombra de ojos Seco & mojado dúo Deliplus 06;2.50
Sombra de ojos Seco & mojado dúo Deliplus 07;2.50
Sombra de ojos Seco & mojado dúo Deliplus 08;2.50
Sopa con wonton de langostino y fideos Hacendado ultracongelada;2.95
Sopa de ave Gallina Blanca con fideos;0.55
Sopa de ave Hacendado con fideos;0.70
Sopa de cebolla Hacendado;0.75
Sopa de miso;1.45
Sopa de pollo Gallina Blanca con fideos finos;0.55
Sopa de pollo Hacendado con fideos finos;0.75
Sopa instantánea de verduras Gallina Blanca Sopinstant;1.10
Sopa juliana para micro;1.15
Sopa maravilla Hacendado;0.70
Sorbete con limón Hacendado;1.85
Sorbete con mango Hacendado;2.75
Sosa caústica Bosque Verde;2.95
Spaghetti al huevo Hacendado;0.99
Spaghetti Armando;0.95
Spaghetti carbonara Hacendado;1.95
Spaghetti fino Hacendado;0.49
Spaghetti Hacendado;0.75
Spaghetti integral Hacendado;0.89
Spaghetti sin gluten con quinoa Felicia;1.59
Spray anti-insectos para perros y gatos Krislin;3.00
Spray antiséptico transparente Deliplus;1.90
Spray bucal Deliplus;1.25
Spray cabello brillo todo tipo de cabello Deliplus sin fijación;1.75
Spray cabello ondas surferas todo tipo de cabello Deliplus fijación 2;2.70
Spray depilatorio Veet for men piel normal;4.40
Spray depilatorio Veet piel sensible;4.26
Spray oral própolis Deliplus;3.65
Spray refrescante mentol Deliplus para pies y piernas;3.95
Spray repelente  de insectos Deliplus fuerte;2.75
Stars de maíz sabor queso Tosfrit;0.55
Stick de árnica cata pum Deliplus;4.25
Stick dental para perro Compy con menta;1.47
Stick para pies anti-rozaduras Deliplus;2.50
Stick protector solar transparente FPS 50+;5.50
Sticks drenapur Deliplus;5.95
Sticks para tortuga Dr. Wu Tetra;3.65
Suavizante ropa azul Bosque Verde concentrado;1.79
Suavizante ropa dulzzia Bosque Verde concentrado;1.79
Suavizante ropa Flor original concentrado;2.95
Suavizante ropa floral Bosque Verde concentrado;1.79
Suavizante ropa hipoalergénico Bosque Verde concentrado;1.40
Suavizante ropa nutrive Bosque Verde concentrado;1.79
Suavizante ropa rosa Bosque Verde concentrado;1.79
Suavizante ropa spa Bosque Verde concentrado;1.79
Suavizante ropa talco Bosque Verde concentrado;1.79
Sucedáneo de caviar negro Ubago Caviartic;1.85
Super cuquis La Llanura;1.15
Surimi rallado Pescanova;1.50
Surtido bombones Caja Roja Nestlé;8.95
Surtido bombones de chocolate negro 70% Senzza;2.00
Surtido bombones La Boutique del Praliné;5.95
Surtido bombones Senzza 0% azúcares añadidos;3.25
Surtido bombones Senzza de chocolate con avellana, fondant, praliné y almendra;3.75
Surtido de caramelos Diver xuxes Hacendado;1.90
Surtido de galletas Hacendado;2.60
Surtido de galletas Hacendado mantequilla y pepitas de chocolate;2.09
Surtido de galletas y barquillos Hacendado;1.15
Surtido de golosinas Xuxes top ten Hacendado;0.95
Surtido de ibéricos La Hacienda del ibérico;5.95
Surtido de pastas artesanas Hacendado;1.85
Surtido de repostería congelada;4.00
Surtido mousse de pato Martiko;2.90
Tabla de quesos nacionales;3.75
Tabletas limpiadoras prótesis dentales Benfix y ortodoncias;2.45
Tabletas limpiadoras prótesis dentales Polident;4.70
Tabulé oriental Hacendado;1.43
Taco paleta curada Marpa;4.80
Tacos de bacalao sin espinas Hacendado congelado;3.98
Tacos de pavo;3.48
Tacos de pavo al ajillo;2.88
Tacos de pota a la marinera Hacendado;2.30
Tacos de pota al ajillo Hacendado;2.30
Tacos de vacuno añojo;4.92
Tagliatelle frescos al huevo Hacendado;1.00
Tallarimis Pescanova;1.95
Tallarín Hacendado;0.49
Tallarines a la carbonara Hacendado;1.10
Tallarines a la parmesana Hacendado;1.10
Tallos de espárragos Hacendado;1.25
Talonera de piel Bosque Verde;2.15
Tampones mini Deliplus con aplicador suave;2.40
Tampones mini Deliplus sin aplicador;2.50
Tampones regular Deliplus con aplicador clásico;2.70
Tampones regular Deliplus con aplicador suave;2.40
Tampones regular Deliplus sin aplicador;2.50
Tampones regular Tampax;4.40
Tampones super Deliplus con aplicador clásico;2.70
Tampones super Deliplus con aplicador suave;2.40
Tampones super Deliplus sin aplicador;2.50
Tampones super plus Deliplus con aplicador clásico;2.70
Tampones super plus Deliplus con aplicador compacto;2.40
Tampones super plus Deliplus con aplicador suave;2.40
Tampones super plus Tampax;3.60
Tampones super Tampax;4.40
Tapioca Tipiak;1.25
Taquitos de chorizo Revilla;2.25
Taquitos de jamón Incarlopsa;2.19
Tarta blanca Hacendado con relleno sabor a nata y cacao;7.00
Tarta bombón crujiente Hacendado congelada;7.00
Tarta carrot cake Hacendado congelada;9.00
Tarta con manzana natural Family Tarts;1.85
Tarta de galleta 0 Hacendado congelada;7.50
Tarta de galleta 1 Hacendado congelada;7.50
Tarta de galleta 2 Hacendado congelada;7.50
Tarta de galleta 3 Hacendado congelada;7.50
Tarta de galleta 4 Hacendado congelada;7.50
Tarta de galleta 5 Hacendado congelada;7.50
Tarta de galleta 6/9 Hacendado congelada;7.50
Tarta de galleta 7 Hacendado congelada;7.50
Tarta de galleta 8 Hacendado congelada;7.50
Tarta de golosinas Xuxes party Hacendado;3.75
Tarta de la abuela Hacendado congelada;7.50
Tarta de queso clásica Granja Rinya;0.89
Tarta de tiramisú Hacendado congelada;7.00
Tarta dúo sabores Hacendado congelada;9.00
Tarta helada al caramelo;4.50
Tarta helada nata y chocolate Hacendado;1.75
Tarta infantil El Rey León congelada;11.00
Tarta infantil Frozen congelada;11.00
Tarta infantil Minions congelada;11.00
Tarta infantil Peppa Pig congelada;11.00
Tarta massini Hacendado congelada;9.00
Tarta red velvet Hacendado congelada;9.00
Tarta San Marcos Hacendado congelada;11.00
Tarta selva negra Hacendado congelada;11.50
Tarta tres chocolates Hacendado congelada;8.00
Té Chai Hacendado;1.30
Té descafeinado desteinado Hacendado;1.20
Té Earl Grey Hacendado;0.95
Té matcha en polvo Hacendado;2.75
Té negro con canela Hacendado;1.00
Té negro Hacendado;0.60
Té negro PG tips;1.77
Té negro Tetley;1.65
Té rojo Hacendado;1.00
Té vainilla caramelo Hacendado;1.30
Té verde con hierbabuena Hacendado;1.70
Té verde con limón Hacendado;1.20
Té verde con menta Hacendado;1.10
Té verde con soja sabor mango Hacendado;1.20
Té verde Hacendado;0.65
Té verde japonés Kyoko;1.15
Tenedores de plástico Bosque Verde;1.30
Tequila reposado Jose Cuervo;13.80
Tetina látex papillas espesas +4 meses Deliplus;3.00
Tetina látex tres posiciones +1 mes Deliplus;3.00
Tetina silicona papillas espesas +4 meses Deliplus;3.00
Tetina silicona tres posiciones +1 mes Deliplus;3.00
Tijera uñas Filarmonica;4.20
Tijeras infantiles anatómicas Deliplus;2.50
Tinta de sepia Nortindal congelada;1.20
Tinte para ropa azul marino La Nave;1.80
Tinte para ropa marrón La Nave;1.80
Tinte para ropa negro La Nave;1.80
Tinto de verano 0,0% sin alcohol limón Don Simón;1.00
Tinto de verano clásico Don Simón;1.30
Tinto de verano clásico Sandevid;1.40
Tinto de verano classic Casón Histórico;1.18
Tinto de verano limón Don Simón;1.30
Tinto de verano limón Sandevid;1.40
Tinto de verano sabor limón Casón Histórico;1.18
Tinto de verano zero limón Casón Histórico;1.00
Tinto de verano zero limón Casón Histórico 0% alcohol 0% azúcares;0.44
Tira protectora para cortar Doctor San tejido sin tejer;1.50
Tira protectora tejido elástico para cortar Doctor San;1.50
Tiramisú Hacendado;1.10
Tiras de maíz frito sabor barbacoa Hacendado;0.55
Tiras de pechuga de pollo al natural Hacendado;1.89
Tiras de pechuga pollo al horno Hacendado;1.89
Tiras de potón del Pacífico Hacendado congeladas;3.50
Tiras de potón descongeladas;589.05
Tiras faciales limpia poros Doctor San;4.30
Tiras protectoras classic color piel surtidas Doctor San resistentes al agua;0.90
Tiras protectoras classic surtidas Doctor San resistentes al agua;0.90
Tiras protectoras de espuma sport Doctor San;1.25
Tiras protectoras de poliuretano surtidas Doctor San especial aqua;0.90
Tiras protectoras infantiles de plástico Minions Doctor San resistentes al agua;0.99
Tiras transparentes surtidas Doctor San;0.90
Toalla turbante seca pelo microfibra Deliplus;2.95
Toallitas auto bronceadoras Deliplus monodosis;2.65
Toallitas bebé cremosas Deliplus;1.35
Toallitas bebé frescas & perfumadas Deliplus;0.95
Toallitas bebé pieles con tendencia atópica Deliplus;1.60
Toallitas bebé pieles sensibles Deliplus;1.55
Toallitas dermo higiene corporal Deliplus tamaño gigantes;3.95
Toallitas desmaquillantes cara y ojos Deliplus piel normal-mixta;1.00
Toallitas desmaquillantes cara y ojos Deliplus piel seca y sensible;1.05
Toallitas desodorantes con aloe vera Deliplus;1.00
Toallitas faciales limpiadoras purificantes Deliplus pieles grasas;1.95
Toallitas húmedas para manos Bosque Verde monodosis;1.65
Toallitas infantiles cara y manos Deliplus;0.55
Toallitas íntimas cuidado diario Deliplus;1.55
Toallitas íntimas cuidado diario Deliplus monodosis;2.00
Toallitas lavadora Bosque Verde acción 2 en 1;1.95
Toallitas limpiadoras de baños Bosque Verde;1.35
Toallitas limpiadoras de cristales y espejos Bosque Verde;1.25
Toallitas limpiadoras de cuero Bosque Verde;1.35
Toallitas limpiadoras de muebles Bosque Verde;1.35
Toallitas limpiadoras de suelo Bosque Verde;1.60
Toallitas limpiadoras desengrasantes de cocina Bosque Verde;1.35
Toallitas limpiadoras faciales con espuma Deliplus cara y ojos;0.90
Toallitas limpiagafas Bosque Verde monodosis;1.60
Toallitas multiusos limpieza higiénica Bosque Verde;1.15
Toallitas refrescantes Deliplus;0.95
Toallitas refrescantes Deliplus monodosis;1.35
Toallitas suavizantes para secadora Bosque Verde;2.95
Tocino de cerdo;0.49
Tocino de cielo Hacendado;1.08
Tofu firme Frias;2.30
Tomate canario;0.28
Tomate con pimiento verde Hacendado;0.95
Tomate doble concentrado Hacendado extra;0.78
Tomate ensalada;0.39
Tomate entero pelado Hacendado;0.88
Tomate frito con cebolla Hacendado;1.05
Tomate frito estilo casero Hacendado;0.93
Tomate frito Hacendado;1.00
Tomate frito Hacendado con aceite de oliva;0.92
Tomate frito Hida;1.18
Tomate frito receta artesana Hacendado;1.70
